idx,conversation,class
25,"한국전력이 이번 달부터 전기요금을 올렸대
또 올랐어 ㅠ
자꾸 오르기만 하네
왜 자꾸 올린대? 경제적으로 힘든 시기에?
카이 ㅠ 전기요금 말고 월급이나 올려주지
키키 그거 맞는 말인데 코시국 끝나고 올라가지 않겠나 키키
오빠야는 경제적으로 여유롭잖아
ㅠㅠ 경제적으로 걱정 없을 정도는 돼야지
그 정도 될려면 여유로운 것도 아니다
그런가?
사람마다 기준이 다 다른가 봐 ㅠㅠ
엉 ㅜㅜ 나도 경제적으로 더 여유로워 지게  열심히 살아야지
진짜 더 높은 자리에서 정상을 찍어야지...
엉 한번 사는 인생 크게 성공을 목표로 잡고 키키
키키 맞아 목표는 큰 게 좋다 했어
엉 키키 니도 목표를 크게 잡아
키키 나는 목표 크게 잡아놨으
키키 크게 잡을 거 같은 느낌이다
키키 목표를 위해 노력해야지
맞다 키키 목표를 위해 많은 노력해야지",일상 대화
26,"니는 어릴 때 학원 많이 다녔나?
나 어릴 적 학원 적당히 다닌 듯?
유치원 때부터 키키
나는 피아노 학원, 미술 학원 이렇게 다녔었어 키키
나도 키키
어릴 때 피아노랑 미술 키키
아 웅변학원도 다님
키키 우와! 웅변 학원! 키키
대회 같은 것도 나갔었나?
키키 아니
키키 나 사람 앞에서 웅변 하는 거 너무 힘들었다 키키
키키 웅변 학원에서 연습은 했을 거 아냐 키키
했지 키키
그냥 웅변 학원 자체를 싫어했음 키키
나서는 성격이 아니어서 키키
학원은 진짜 다 부모님 욕심인 거 같다 키키
키키 욕심이고... 직장인 부모님들은 애를 볼 수 없으니 학원으로 굴린 거지
키키 그렇지
키키 예전에 학원 한 군데 보내 놓으면 진짜 하루 종일 밖에 있다 들어 오자나 키키
종합 학원 이런데 키키
한 곳에서 국영수 다 했던 것 같은데 하하
키키 응 키키 근데 난 종합 학원은 안 다녔었던 것 같다 키키
그래?
기억에 남는 학원 있어? 키키
키키 피아노 학원이 제일 기억에 남는다 꽤 오래 다녔었거든 키키
키키 피아노 학원 얼마나 다녔는데?",일상 대화
27,"처형 치질 수술하신다면서요?
민망하게 ㅋ
아무래도 더 늦기 전에
저도 치질 수술 해봤는데 하는 게 훨씬 낫더라구요
내가 겁쟁이라 그냥 참았는데 동생이 병원에 끌고 가는 바람에...
저도 겁쟁이에요.
하고 나니 왠걸 괜히 고민했다니까요.
아 그래 나도 아직도 잘 한 일인가 고민했는데 그나마 위안이 되네.
수술비도 생각보다 많이 안 나오더라구요
많이 비싸진 않다고 들었어
요새 지역 화폐 카드 안 되는 곳 거의 없잖아요.
그걸로 쓰시면 10% 이득이니 수술비도 참 착해요
응 그리고 산모 방석 수술 끝나고 필요하다는데 집에 있지?
내가 쓰고 예전에 동생한테 넘겼었는데.
네 있어요
근데 저는 그렇게 까지는 안 아프더라구요
응 나도 필요하면 그때 이야기 해야겠다.
아참 처형 치질 관련 보험 있어요?
혹시 몰라 예전에 특약에 넣어 놨었어 ㅋ
잘 하셨어요. 저도 치질 관련 특약 있어 보험금도 받았거든요.
제부 때문에 그나마 안심하고 수술 받을 수 있겠네 ㅋ",일상 대화
28,"오빠는 언제 결혼하고 싶어?
나 그래도 경제적으로 여유 되면? 키키
몇살에 가야지 이런 건 없어?
33 이전엔 결혼하고 싶어 키키
맞아
그때 많이 간다 하더라
키키 응 어릴 때는 28 이전엔 결혼 해야지 했는데 벌써 28이야
헐 키키 아니야
아직 5년이나 남았어!
충분해!
키키 5년이면 그래도 충분할 거 같긴 해!
그치 키키
돈 영차 영차 모아야겠다
주변에 결혼한 친구 많아?
키키 많지는 않구 그래도 요즘 많이 가는 편이긴 해 키키
나도 내 친구 두세 명은 엄청 일찍 결혼했어
맞아
내 친구 중에도 엄청 일찍 한 애들 있기는 해 키키
헐 몇살 때 했어?
내 친구는 21살에 키키
오 내 친구도 21살에 했어 키키
요새는 다 빠르더라 애기 가진 것도 아닌데 ㅠㅠ
키키 헉 내 친구는 애기 가져서 했어 키키",일상 대화
29,"자동차는 언제 산 거야?
나 한 3년 정도 됐을걸?
오 오래 탔넹?
바꿀 마음은 없나?
내년에 바꿀까 싶다 모닝 너무 작아서
모닝은 여자들이 타기에 안성 맞춤이라더랑 키키
동생한테 팔까 동생 면허 따면 키키
키키 동생은 면허 딸려고 하고 있나?
어 키키 말만 계속 하는 중이다
키키 2종 따려고 하는 거제?
어 키키 1종은 안 할려고 하더라
맞다 키키 굳이 1종 딸 필요는 없는 것 같더라
학원 안 보내고 내가 가르쳐 줄라고
그렇게도 할 수 있나?
나도 학원 다녔는데 키키
키키 한번 배운 적 있어 가지고 기억하겠지
키키 동생 면허 딸 때까지 시달리겠네
몇 달은 걸리지 않겠나?",일상 대화
30,"직장생활은 할만하나? 키키
난 집에  있으니까 직장생활이라고 할 게 없네
그렇죠 누나는 그럴 것 같아요 저는...
어 키키 사람 스트레스 안 받고 좋아
부럽습니다 진짜 저도 퇴사하고 싶습니다 ㅠㅠ
키키 이쪽으로 올래 지금 다 끌어 들이는 중 키키
저는 근데 타자가 빠른 건가...
키키 뭐 연습하면 되지
뭐 필요한 건 없나요? 키보드?
옹 키보드만 있으면 돼
키키 어디서든 가능
키보드는 얼마 하나요? 키키
300 정도 키키 퇴직금 투자하자 키키
아... 300이라... 그렇게 들여서 못하면 어쩌죠
키키 그러면 뭐 어쩔 수 없지 키키
아... 그러면 직장도 잃고 300도 잃고
키키 어... 직장을 다니면서 해보는 건 어때
아 그럴까요? 힘들 것도 같은데 다음에 한번 생각해 볼게요",일상 대화
31,"코로나 완치자도 17개월 만에 재감염 위험이 급증하네
애초에 백신 유효기간도 있는 마당에 예상했죠
그러게
코로나 걸려도 무섭네 항체 생기는 줄 알았더니
그러게요
코로나 변이가 심해서 그런 걸까요
그런가 봄
이래서 위드 코로나 할 수 있음?
키키 위드 코로나 위험하다 생각해요 키키
진짜 마스크 잘 쓰고 다니자,
일단 살고 보자 키키
위드 코로나 하면 마스크 벗는 사람 겁나 많을 걸요 키키
그럴 것 같다
그런데 뭐 뭐라 할 수도 없고
그러니까요 키키
다른 나라는 위드 코로나 많이 시작했던데
그러게
그런데 성공한 나라가 있나? 키키
없죠 키키
그래서 우리나라가 위드 코로나 아직 안하고 있는 거겠죠
어 이제 하려고 준비하더만 괜찮나 키키
키키 이 상태에서 다시 심각해지면 미뤄지겠죠
키키 백방 실패다 키키
성공할 수 없다
맞아요 키키
위드 코로나 하면 외국에서도 지금 보다 더 많이 유입될텐데.
그래도 저는 살아남을 거예요",일상 대화
32,"아 너 여자친구랑 제주도 안 가봤다고 했나?
응응 여기저기 다 가봤는데 제주도만 안 가봄
이번 겨울에 꼭 가봐
안 그래도 그럴 예정이었음
난 여름에 갔는데도 좋더라... 또 가고 싶음
제주도 어디 어디 갔음?
제일 좋았던 곳이나 추천할만한 곳
그냥 어딜 가나 다 좋았는데 키키 제주도잖아~
그래도 거기 서도 여기는 꼭 가봐야 한다 그런 거
흠... 나는 개인적으로 용머리 해안은 꼭 가봤으면 좋겠어
왜 거길 추천하는데?
일단 왜 천연기념물인지 느껴질 정도로 ㄹㅇ 장관임... 보면서 그냥 입이 떡 벌어졌음
그 정도야? 키키
넘 오바하는거 아니냐
오바가 아니라 ㄹㅇ임
근데 개인적으로 이호테우 해변?
거기는 비추임
키키 왜?
내 여자친구는 거기 가고 싶어 하던데
아...가고 싶어하면 가 봐!
한 번은 가볼 만 해!
근데 ㄹㅇ 귀욤귀욤한 등대 빼곤 볼게 없어서 실망했음
아하 키키 그냥 가서 사진만 찍고 올라고",일상 대화
33,"요즘에 쿠팡 로켓배송 시켜 먹는데 진짜 편하다
그거 궁금한데 달마다 회원비 같은 거 내지 않아?
비쌀까 봐 못쓰겠다
모름 키키 난 엄마랑 같이 사니까 엄마 아이디로 하는데
아 키키 어떤데 그거 하면 다들 쇼핑 안 나간다고 하더라
어어 밤에 시키려고 보면 막 품절 되고 그래 많이들 써서 그런가 봐
너는 보통 어떤 거 주문하는데?
나 요새 아침에 야채죽 끓여서 야채 같은 거 떨어지면 시킴 아침에 바로 온다
우와... 야채 같은 건 신선해야 하잖아 그런 건 괜찮아?
응응 그냥 슈퍼에서 사는 거랑 똑같음 밤마다 제한수량 있는 거 보면 관리 되는 듯
신기하다 나도 솔깃하네 써볼까
우리 오빠도 자취하는데 자기 그거 쓴다던데 키키 게을러지긴 함 키키
아 키키 그렇겠다 그래도 한번에 장 보는 것도 나는 차 없으니까 무거워서 힘들더라고
그럼 써야지 완전 추천함! 좀 특이한 상품도? 빨리 와서 좋아
나 해외배송도 많이 사
와 해외는 2~3주 걸리는 게 당연하다고 생각했는데 얼마나 빨리 와
언제 적 얘길 하는 건데 키키 와 다음날은 아니어도 일주일 안으로 오긴 하더라
대박이다... 나 해외에서만 파는 차 종류나 소스 좋아하는데 당장 시켜야겠다",일상 대화
34,"근데 뉴스 보니까 한국은 화이자인데 일본은 모더나 맞고 부작용이 많다고 기사 있던데?
어 모더나 부작용 70프로인가 80프로인가 그렇다더라
1차는 괜찮은데 2차에서 심하다 그러데
일본에 모더나 맞고 탈모 심하게 온 여자 있었잖아!
헐? 탈모? 타알모오? 대머루? 대멋떼시마우?
아니 한번 봐바... 기사 사진 보고 넘 충격 받았다 진짜...
허얼... 안 그래도 점점 머리카락이 가늘어져서 고민인데...
단순 탈모가 아니라 그냥 훌러덩 그래도 멘탈 좋더라. 사진에 접종 후 며칠 경과 됐다 써 놓고 하트도 그려 놓고
헐... 키키 멘탈 갑이네 키키 검색해봐야겠다 키키
근데 코로나 걸리고 부작용에 탈모 있는 거 알지?
진짜? 아... 제발... 탈모는 안 되는데... 안 그래도 외로워서 고독사 할 것 같은데...
진짜 최악이다. 일본은 하루에 확진자 얼마나 나옴?
일본 지금 5702명이네...
헐 장난 아니네 **님 퇴진 하실 만하네...
근데 인구 수 생각하면 한국이랑 크게 차이 없는 거 아니가?
것도 맞지 ㅠ 근데 다음 유력 후보가 한국 때리기 잘해서 더 걱정이다
누군데? 일본에 그 코로나 장관 그 사람인가?",일상 대화
35,"지금도 문화의 날 영화 할인 있나?
아 수요일에 할인 하는거 있던거 같던데!
키키 그거! 키키
마지막 주 수요일 오천원!
맞아
그런 거 본 거 같아 키키
영화 보게?
아니 키키
요즘 볼 거 있어?
음 지금 뭐 나오는지 모르겠는데 듄 보고 싶더라
듄은 무슨 영화야?
개봉했어?
판타지 영화라고 들은 거 같은데 해리포터 같은 기분인 듯 키키
오 해리포터 좋아하니깐 재밌겠네 키키
너가 그 유명한 해덕? 키키
한번 봐바 그거
키키 지금 하고 있어?
아님 전에 나온 거야?
아직 안 나왔거나 이제 나오는 거 같던데 키키
오랜만에 볼게 생겼네 키키 땡큐!
그거 보고 나한테 후기 알려줘 키키  나도 보러 가게
알았어 키키
내가 생생 후기 알려줄게
그전에 내가 먼저 보러 갈 수도 키키 서로 먼저 보더라도 스포는 하지 말자 키키",일상 대화
36,"인도네시아에서 폭우가 발생해서 27명이 사망했대...
폭우가 여기저기 많이 발생하네요
요즘 폭우가 많이 일어나는 거 같다? ㅜㅜ
그러게 말이에요
그떄 중국도 그렇지 않았나요
어어 중국도 중국도 폭우 때문에 난리가 났었지...
어휴 진짜 문제가 많네요
요새 한국도 많이 오는데
산사태랑 홍수에 취약했던 지역이였대
인도네시아가요?
그때 중국도 그랬다고 하지 않았나요?
어어 인도네시아에서 이번에 발생한 폭우도 취약 지역이라 그랬대 ...
아니 다 왜 취약한 지역에서 발생하는지...
근데 그러니깐 사망자가 나오겠죠 ㅠㅠ
근데 3년 전에도 엄청 큰 인명피해가 있었다고 하는데...
대비를 안 했었나봐 ㅜㅜ
왜 다들 대비를 안 하는지 알 수가 없습니다
정신을 못 차린 건가
그러니까... 한번 겪었으면... 대비를 좀 해놔야 하는 것 아닌가?
그러게 말입니다
그런데 한국도 잘 대비하지 않지 않나요 ...
다들 그런 듯
다음 번엔 또 일어나지 않겠지라고 생각하는 건가? 휴
그러게 말입니다
다들 너무 안전에 안일합니다",일상 대화
37,"누나들이 다 잘해주는 편이가? 키키
네 키키
뭐 대체적으로 다 잘 챙겨주죠
키키 오 좋은 누나들이네 키키
나이 드니까 진짜 잘 챙겨주는 것 같더라
어렸을 땐 진짜 자주 싸웠는데
세월이 그러네요
키키 크니까 끈끈해진 것 같은 느낌
키키 누나한테 많이 의지하게 되죠 키키
키키 어 그렇지 키키
뭔 일 있으면 엄마보다 큰누나 키키
맞아요 키키
그런게 있죠 키키
누나랑 자주 연락해요?
옹 우리는 가족 단톡방 있어서 키키
아 키키 가족 단톡방 키키
거기서 다 소통하나보네요
옹 키키 보통은 다 얘기들 사진이지
키키 조카들 사진 많이 올라오나 보네요
옹 키키
뭐 자식 키우면 그런가 봐 키키
키키 부모님들이 많이 좋아하시겠네요 키키
키키 어 그렇지 키키
시끌시끌 조용할 날이 없어
키키 그래도 그런게 좋죠 키키
시끌벅적한 게요",일상 대화
38,"여수 층간 소음 살인 봤냐
아니 살인 났냐?
부부 둘 다 죽였어
헐... 누가 아랫집이?
심지어 그 집에 할머니 할아버지 부부 아저씨 아줌마 부부 4명 사는데
층간 소음이 진짜 살인 충동이 일어난다니까
엉 아랫집이 할머니 할아버지도 보는 앞에서
헐... 할머니 할아버지는 살아 계셔?
그냥 죽여 버림 덜덜덜덜
살인 충동 나는 건 맞음
어떡하냐... 진짜 무섭다 세상
엉 근데 다치셨대
보니까 정신 병이었던 듯
그 아랫집 사람이?
하도 뭐라 해서 매트도 깔았대
아니 맨날 뭔 일 나면 정신병이래
야... 죽이면 안 되지 그래도 ㅠ
아니 그 연세에 할머니 할아버지가 얼마나 돌아다니신다고...
이사를 가비던지 세상에나
당연하지 보통 사람이라면 그러면 안 되지",일상 대화
39,"언니는 그러면 영어 전공을 하셨던 거예요?
주 전공은 그게 아닌데 부 전공을 했어 미국도 갔다 왔구 키키
오 대박 언니 멋지다! 미국도 가고 키키
응 키키 힘들었지만 재밌었어
오 몇 년 갔다 왔어요? 키키
1년 키키
너무 잘 맞더라고 그래서 영어를 부 전공했지
키키 오 대박 키키
더 살고 싶은 생각은 없었어요?
있었는데 거기서 살면서도 좀 피폐해진 것도 있고 해서 일단 돌아왔지
오 다들 살 빠져서 오더라고요? 키키
맞아 그때 엄청 날씬했는데 돌아와서 다시 쪘지
키키 오 거기 음식이 다들 안 맞나 봐요
난 잘 맞긴 했는데 키키 뭔가 돈도 없고 해서 그랬는 것 같아
아 맞아요 거기 또 나가서 사 먹으면 비싸잖아요 ㅜㅜ
응... 키키 그래도 또 가고 싶고 그래
키키 저도 진짜 미국 가고 싶었는데
아 코로나 떄문에 못 갔다고 했제 ㅠㅠ",일상 대화
40,"오빠가 몇 살이더라?
2살 많지? 25살!
맞다맞다 우리 언니랑 동갑이었다
근데 오빠가 오빠 같지 않다...
키키 오빠랑 요즘은 잘 지내나
매일 티격태격 싸움 키키
키키 오빠도 학교 다녀?
아니! 경찰공무원 준비 중
아하 힘들겠다 ㅠㅠ
잘해드려
이번엔 꼭 붙었음 좋겠다...
그럼 해경 준비하시나
아니 그냥 행정직인가 봐
11월에 해경 시험 있잖아
경찰공무원은 이미 시험 끝났엉
준비하는 게 육지 경찰인 건가 그럼?
다른 건가?
맞아 동네에 보이는 그런 경찰서!",일상 대화
